,RAI,local_pk,local_dntp,combo
0,0.5743758,0.41822681248634325,0.6503719,0.45383775
1,0.7996121,0.5809643833498519,0.8614176,0.6224243
2,0.90017134,0.6716983910359534,0.94225436,0.71343863
3,0.9313083,0.7194045765389441,0.963688,0.7583164
4,0.95989025,0.7605646034341789,0.9816999,0.7973944
5,0.97156006,0.7899139844313376,0.98692375,0.82406145
6,0.9784501,0.8129418107053897,0.98902905,0.84467405
