,0
0,0.00012511193663912904
1,0.00010653243014018823
2,0.00015553421966908395
3,0.00012317571982089692
4,0.00016650532524281345
5,0.0001557168457349803
6,0.00018192557446790986
7,0.00018666175776593994
8,0.00023214437842642292
9,0.0002062828682598769
10,0.00021594370066920299
11,0.00022242938508178794
12,0.0002469900884739666
13,0.0003092090612817575
14,0.0003400983568076172
15,0.00029842138444793567
16,0.00032508907275517084
17,0.0003773353361328256
18,0.0003530797145429483
19,0.0003858812143593913
20,0.0005345067357837178
21,0.0004617498208046491
22,0.0005793444622293243
23,0.0005509181728926985
24,0.0007861096960346068
25,0.0007150113632877798
26,0.0007537515305954869
27,0.0008774948305122919
28,0.0007281185646339948
29,0.0010142508211830458
30,0.0008503984244918387
31,0.0011607228514043807
32,0.00105317842264881
33,0.0013864511364636563
34,0.0013174832502035692
35,0.0013807087270238366
36,0.0015845927564882034
37,0.0017713211459674106
38,0.0016407608130504796
39,0.001964359612450891
40,0.0019050227458705003
41,0.0020645524479662217
42,0.0023006660725652006
43,0.0026508786459979988
44,0.0026145958976139237
45,0.003123832912214811
46,0.0030467967726253366
47,0.0032746321030820997
48,0.003201759871346103
49,0.0036108241006563378
50,0.0040879046947622
51,0.004070627073763789
52,0.004619578024899069
53,0.004447428161495654
54,0.005017604369000448
55,0.004860886224177245
56,0.005531664208479612
57,0.005962334567132797
58,0.005966315830092422
59,0.006515054495093554
60,0.006500095322846492
61,0.0072753378716102265
62,0.007364631030058157
63,0.007703749598395429
64,0.008303285011667928
65,0.008876702295960241
66,0.008814897732252589
67,0.009047374199332499
68,0.00968360547234428
69,0.010184177339658389
70,0.010946071463878958
71,0.009783067373446383
72,0.01151940051864651
73,0.012386096750437569
74,0.013025718896383754
75,0.013211854327877906
76,0.013307193441141833
77,0.013726170068126783
78,0.013682517466303327
79,0.014459467830978333
80,0.01390412267419123
81,0.015455903313967607
82,0.01603602480137526
83,0.01638370870982584
84,0.018606429427853795
85,0.01835479192914519
86,0.016984515352904753
87,0.01915704490150129
88,0.01888269254767116
89,0.020253144637640733
90,0.02293550262626228
91,0.024993418585149897
92,0.026261701683780066
93,0.02845277517601965
94,0.03488360307452193
95,0.04507394385145902
96,0.05603112702705616
97,0.06177127416935724
98,0.08619634867999547
99,0.12488225209126805
