,0
0,0.000706091696986769
1,0.0005166967719952962
2,0.00032528696705079864
3,0.00047574409840225255
4,0.0009733094522271146
5,0.0006187310359450293
6,0.0008936330126722476
7,0.0008196259146512288
8,0.0009475111939296209
9,0.0010011753475087982
10,0.0007881583148198869
11,0.0007730566565555022
12,0.0009920655720723225
13,0.0009626128521940055
14,0.000845262902301692
15,0.0011778587925141372
16,0.000780474093333014
17,0.0008642330498250957
18,0.001219134007401242
19,0.0007006363831311167
20,0.0011167244451262828
21,0.0010297918394409343
22,0.001491859833528405
23,0.001659005447740877
24,0.0015122027779702464
25,0.0013599447943439635
26,0.0015493397193354363
27,0.001493660685803234
28,0.0013228078529787736
29,0.001217333155126413
30,0.0015493397193354363
31,0.0015733371253581008
32,0.0017243835827129767
33,0.0020696381958803904
34,0.002143859321579605
35,0.002303426228367535
36,0.0018709194677742464
37,0.0021162602110072824
38,0.0019191810645289367
39,0.0015795430358642058
40,0.002469199045661569
41,0.0026065693987016633
42,0.0022237497888126677
43,0.0019937774885533774
44,0.002595658770990358
45,0.0019827055901950425
46,0.002636611444583402
47,0.002048083725167142
48,0.003160350355030984
49,0.0031230521430187634
50,0.002675549238223421
51,0.0031328597580745263
52,0.003953160630024905
53,0.0032696935421423637
54,0.004042483413988504
55,0.00443452131292984
56,0.0038378255600856168
57,0.005002492060226064
58,0.00401848600796584
59,0.005251381750977592
60,0.003732940188236678
61,0.005096111388805074
62,0.004704343274126633
63,0.005728143230739658
64,0.005363115116367223
65,0.006030107749066943
66,0.006754313482864333
67,0.007943244173736805
68,0.007031230339544576
69,0.006552421105564922
70,0.007804823565072335
71,0.007754599845395785
72,0.00940898620722719
73,0.009427689570041232
74,0.00912024685553816
75,0.010022742741704125
76,0.011533928138314557
77,0.012111545230019512
78,0.013214488056768683
79,0.012991663409024008
80,0.014390009428035734
81,0.015556907835360935
82,0.017243617907736465
83,0.01868501711158999
84,0.021121197606641683
85,0.020719855787352276
86,0.022678063276370494
87,0.025937765050489926
88,0.024546161510956566
89,0.028211366260207454
90,0.03392737744614223
91,0.033204867050557335
92,0.03855925768175773
93,0.03945112271641972
94,0.0458167959691586
95,0.05231650765465082
96,0.05587323531944754
97,0.060575228281951374
98,0.07131346925662138
99,0.08410342553571923
